brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Tata,SUV,2009,11,Diesel,Manual,1.4,118.0,Fair,2,Private,16.8,62.0,5,Budget,90000,16.4,7.2,269.0,1
Maruti Suzuki,MUV,2004,7,Petrol,Manual,0.8,100.0,Good,2,Private,19.7,46.3,5,Budget,100000,21.8,4.6,475.2,1
Tata,Sedan,2009,2,Diesel,Manual,1.4,120.0,Fair,2,Private,17.9,52.8,5,Budget,90000,17.2,7.0,295.8,1
Mahindra,SUV,2013,1,Diesel,Manual,2.6,120.0,Good,2,Taxi,13.5,115.0,5,Mid-Range,459999,13.2,9.1,174.2,2
Toyota,MUV,2009,12,Diesel,Manual,2.5,217.0,Fair,4,Private,12.8,102.0,8,Mid-Range,525000,16.3,13.3,265.7,2
Maruti Suzuki,Hatchback,2011,6,Petrol,Manual,1.0,65.0,Good,2,Private,18.9,67.1,5,Budget,250000,14.8,4.4,219.0,1
Hyundai,Hatchback,2012,6,Petrol,Manual,1.2,41.0,Good,2,Private,20.4,78.9,5,Mid-Range,300000,13.8,3.0,190.4,2
Maruti Suzuki,Hatchback,2005,10,Petrol,Manual,1.3,120.0,Fair,2,Taxi,16.1,88.2,5,Budget,130000,20.5,5.9,420.2,1
Maruti Suzuki,Hatchback,2011,2,Petrol,Manual,1.0,70.0,Good,3,Private,20.9,67.1,5,Budget,199000,15.2,4.6,231.0,1
Renault,SUV,2012,1,Diesel,Manual,1.5,90.0,Excellent,2,Private,20.5,83.8,5,Budget,545000,14.2,6.3,201.6,1
Maruti Suzuki,MUV,2014,10,Diesel + CNG,Manual,1.2,80.0,Good,2,Private,20.8,88.8,7,Budget,570000,11.5,7.0,132.2,1
Honda,Sedan,2006,3,Petrol,Manual,1.5,120.0,Fair,2,Private,16.9,100.0,5,Mid-Range,150000,20.1,6.0,404.0,2
Maruti Suzuki,Sedan,2009,10,Petrol,Manual,0.8,100.0,Good,1,Private,19.7,46.3,5,Budget,114999,16.5,6.1,272.2,1
Tata,SUV,2018,5,Petrol + CNG,Manual,1.2,35.0,Excellent,1,Private,20.3,84.0,5,Budget,450000,7.9,4.4,62.4,1
Renault,MUV,2019,6,Petrol,Manual,1.0,5.0,Excellent,1,Private,20.0,72.0,7,Budget,600000,6.8,0.7,46.2,1
Maruti Suzuki,SUV,2016,3,Diesel,Manual,1.2,110.0,Good,1,Private,24.3,88.5,5,Budget,610000,10.1,10.9,102.0,1
Hyundai,Hatchback,2017,9,Petrol,Manual,1.2,20.0,Excellent,1,Private,18.6,81.8,5,Mid-Range,690000,8.6,2.3,74.0,2
Tata,SUV,2018,11,Petrol,Manual,1.2,15.0,Excellent,1,Taxi,17.0,108.5,5,Budget,790000,7.4,2.0,54.8,1
Maruti Suzuki,Sedan,2014,5,Petrol,Manual,1.0,40.0,Good,2,Private,20.9,67.1,5,Budget,254999,11.9,3.4,141.6,1
Honda,Hatchback,2016,2,Petrol,Manual,1.2,41.0,Good,1,Private,18.7,88.7,5,Mid-Range,500000,10.2,4.0,104.0,2
Mahindra,Hatchback,2011,10,Diesel,Manual,2.5,100.0,Good,2,Private,13.6,63.0,7,Mid-Range,340000,14.5,6.9,210.2,2
Mahindra,Hatchback,2007,6,Diesel,Manual,2.5,110.0,Poor,3,Private,13.6,63.0,7,Mid-Range,245000,18.8,5.9,353.4,2
Ford,SUV,2012,12,Diesel,Manual,1.4,120.0,Good,3,Private,17.8,67.0,5,Mid-Range,340000,13.3,9.0,176.9,2
Maruti Suzuki,Hatchback,2008,8,Petrol + CNG,Manual,1.0,35.0,Good,1,Private,21.8,67.0,5,Budget,221000,17.7,2.0,313.3,1
Datsun,Sedan,2017,11,Petrol,Manual,0.8,31.1,Excellent,1,Taxi,22.7,53.6,5,Budget,270000,8.4,3.7,70.6,1
Hyundai,SUV,2014,6,Diesel,Manual,1.1,42.3,Excellent,1,Private,24.4,71.0,5,Mid-Range,455000,11.8,3.6,139.2,2
Toyota,Hatchback,2011,4,Petrol,Manual,1.5,72.0,Good,1,Private,17.6,88.7,5,Mid-Range,300000,15.0,4.8,225.0,2
Toyota,Sedan,2014,6,Diesel,Manual,1.4,54.9,Excellent,1,Private,23.6,67.0,5,Mid-Range,480000,11.8,4.7,139.2,2
Hyundai,Sedan,2018,8,Diesel,Automatic,1.6,30.0,Excellent,1,Private,22.0,126.2,5,Mid-Range,1000000,7.7,3.9,59.3,2
BMW,SUV,2017,8,Diesel,Automatic,2.0,44.0,Excellent,1,Private,22.7,190.0,5,Premium,2600000,8.7,5.1,75.7,3
Toyota,MUV,2017,10,Diesel,Automatic,2.8,18.9,Excellent,1,Private,11.4,171.5,7,Mid-Range,1850000,8.5,2.2,72.2,2
Renault,Hatchback,2013,2,Diesel,Automatic,2.0,75.0,Good,1,Private,13.7,148.0,5,Budget,1000000,13.2,5.7,174.2,1
Renault,Sedan,2012,8,Diesel,Manual,1.5,100.0,Good,1,Taxi,23.1,63.1,5,Budget,245000,13.7,7.3,187.7,1
Hyundai,Hatchback,2019,6,Petrol + CNG,Automatic,1.2,4.3,Good,1,Private,18.9,82.0,5,Mid-Range,625000,6.8,0.6,46.2,2
Volkswagen,Hatchback,2018,2,Petrol,Manual,1.0,14.5,Excellent,1,Private,18.8,75.0,5,Mid-Range,560000,8.2,1.8,67.2,2
Mahindra,SUV,2018,1,Diesel,Manual,2.2,24.0,Excellent,1,Bharat,15.1,152.9,7,Mid-Range,1475000,8.2,2.9,67.2,2
Toyota,Sedan,2010,6,Diesel,Manual,1.4,83.6,Good,1,Private,21.4,87.2,5,Mid-Range,425000,15.8,5.3,249.6,2
Volkswagen,Hatchback,2014,7,Petrol,Automatic,1.2,31.0,Excellent,2,Taxi,17.2,103.6,5,Mid-Range,550000,11.8,2.6,139.2,2
Toyota,MUV,2016,10,Diesel,Manual,2.4,100.0,Good,1,Private,13.7,147.8,7,Mid-Range,1475000,9.5,10.5,90.2,2
Renault,SUV,2017,5,Diesel,Manual,1.5,48.4,Good,1,Private,19.9,83.8,5,Budget,750000,8.9,5.4,79.2,1
Hyundai,Hatchback,2016,10,Diesel,Manual,1.4,56.2,Good,1,Private,22.5,88.7,5,Mid-Range,570000,9.5,5.9,90.2,2
Maruti Suzuki,Hatchback,2015,8,Petrol,Manual,1.2,33.2,Excellent,1,Private,21.4,83.1,5,Budget,585000,10.7,3.1,114.5,1
Honda,Hatchback,2016,11,Petrol,Automatic,1.2,26.0,Excellent,1,Private,19.0,88.7,5,Mid-Range,600000,9.4,2.8,88.4,2
Toyota,Hatchback,2012,12,Diesel,Manual,1.5,90.0,Good,1,Private,18.0,80.0,5,Mid-Range,415000,13.3,6.8,176.9,2
Hyundai,Hatchback,2016,9,Petrol,Manual,1.2,120.0,Good,2,Private,17.2,81.9,5,Mid-Range,530000,9.6,12.5,92.2,2
Hyundai,Hatchback,2016,4,Petrol,Manual,1.2,38.0,Good,1,Taxi,18.6,81.8,5,Mid-Range,540000,10.0,3.8,100.0,2
Hyundai,Hatchback,2013,7,Petrol,Manual,0.8,60.0,Good,1,Private,21.1,55.2,5,Mid-Range,180000,12.8,4.7,163.8,2
Maruti Suzuki,Sedan,2014,8,Petrol,Manual,1.2,30.0,Good,1,Private,19.1,85.8,5,Budget,450000,11.7,2.6,136.9,1
Chevrolet,SUV,2015,6,Petrol,Manual,1.2,50.0,Good,1,Private,18.6,76.8,5,Budget,200000,10.8,4.6,116.6,1
Tata,Hatchback,2017,2,Electric (EV),Manual,1.2,42.0,Good,1,Taxi,23.8,84.0,5,Budget,425000,9.2,4.6,84.6,1
Chevrolet,SUV,2016,7,Petrol,Manual,1.2,30.0,Good,1,Private,18.2,82.4,5,Budget,400000,9.8,3.1,96.0,1
Ford,Sedan,2005,9,Petrol,Manual,1.3,15.9,Good,1,Taxi,13.8,70.0,5,Mid-Range,150000,20.6,0.8,424.4,2
Maruti Suzuki,Hatchback,2017,5,Petrol,Manual,0.8,15.0,Good,1,Private,24.7,47.3,5,Budget,310000,8.9,1.7,79.2,1
Chevrolet,Hatchback,2014,2,Diesel,Manual,2.5,50.0,Good,1,Private,13.6,72.4,9,Budget,500000,12.2,4.1,148.8,1
Chevrolet,MUV,2013,4,Diesel,Manual,0.9,60.0,Excellent,2,Private,25.4,57.6,5,Budget,200000,13.0,4.6,169.0,1
Renault,MUV,2018,3,Diesel,Manual,1.5,35.0,Excellent,1,Private,21.0,83.8,7,Budget,900000,8.1,4.3,65.6,1
Ambassador,Hatchback,2000,4,Diesel,Manual,1.5,90.0,Fair,2,Private,12.8,35.5,5,Budget,75000,26.0,3.5,676.0,1
Maruti Suzuki,Hatchback,2015,10,Petrol,Manual,1.2,50.0,Excellent,1,Private,20.4,83.1,5,Budget,400000,10.5,4.8,110.2,1
Honda,MUV,2015,7,Diesel,Manual,1.5,110.0,Good,1,Private,24.5,98.6,7,Mid-Range,650000,10.8,10.2,116.6,2
Maruti Suzuki,Hatchback,2015,10,Diesel,Manual,1.2,87.8,Good,1,Taxi,28.4,74.0,5,Budget,480000,10.5,8.4,110.2,1
Maruti Suzuki,SUV,2009,8,Petrol,Manual,0.8,35.0,Fair,1,Private,19.7,46.3,5,Budget,140000,16.7,2.1,278.9,1
Maruti Suzuki,Hatchback,2018,1,Petrol,Manual,1.2,5.0,Excellent,1,Taxi,22.0,81.8,5,Budget,550000,8.2,0.6,67.2,1
Maruti Suzuki,Hatchback,2017,8,Petrol + CNG,Automatic,1.0,29.0,Good,1,Private,20.5,67.0,5,Budget,380000,8.7,3.3,75.7,1
Tata,Hatchback,2016,5,Diesel,Manual,1.4,20.0,Excellent,1,Bharat,19.1,69.0,5,Budget,440000,9.9,2.0,98.0,1
Maruti Suzuki,Sedan,2018,12,Petrol,Manual,1.2,15.0,Good,1,Private,21.2,81.8,5,Budget,630000,7.3,2.1,53.3,1
Renault,Hatchback,2017,7,Petrol,Manual,0.8,40.0,Good,1,Private,25.2,53.3,5,Budget,250000,8.8,4.5,77.4,1
Maruti Suzuki,MUV,2009,11,Petrol,Manual,0.8,17.0,Good,1,Private,19.7,46.3,5,Budget,120000,16.4,1.0,269.0,1
Tata,MUV,2012,11,Diesel,Manual,1.2,120.0,Excellent,1,Private,21.1,88.8,5,Budget,287000,13.4,9.0,179.6,1
Maruti Suzuki,Hatchback,2016,1,Petrol,Manual,1.2,45.0,Good,1,Private,21.4,83.1,5,Budget,550000,10.2,4.4,104.0,1
Mahindra,SUV,2016,2,Diesel,Manual,2.0,60.0,Good,3,Private,15.4,120.0,7,Mid-Range,950000,10.2,5.9,104.0,2
Tata,SUV,2019,1,Diesel,Manual,2.0,25.0,Excellent,1,Private,17.0,138.1,5,Budget,1630000,7.2,3.5,51.8,1
Ford,Hatchback,2015,5,Diesel,Manual,1.5,80.0,Good,2,Private,25.0,89.8,5,Mid-Range,501000,10.9,7.3,118.8,2
Mahindra,SUV,2014,6,Diesel,Manual,2.5,70.0,Excellent,1,Private,16.0,62.1,7,Mid-Range,550000,11.8,5.9,139.2,2
Maruti Suzuki,Hatchback,2016,10,Petrol,Manual,0.8,25.0,Excellent,1,Private,22.7,47.3,5,Budget,300000,9.5,2.6,90.2,1
Maruti Suzuki,Hatchback,2015,9,Petrol,Manual,1.0,50.0,Excellent,3,Private,20.5,67.0,5,Budget,300000,10.6,4.7,112.4,1
Toyota,Hatchback,2012,8,Diesel,Manual,1.5,100.0,Fair,2,Private,18.0,80.0,5,Mid-Range,280000,13.7,7.3,187.7,2
Ford,Hatchback,2015,7,Petrol,Automatic,1.5,40.0,Good,1,Private,17.0,110.4,5,Mid-Range,416000,10.8,3.7,116.6,2
Maruti Suzuki,Minivan,2018,12,Petrol,Manual,0.8,30.0,Excellent,1,Private,16.8,34.2,8,Budget,260000,7.3,4.1,53.3,1
Chevrolet,Sedan,2016,5,Petrol,Manual,1.2,15.0,Excellent,1,Private,18.2,82.4,5,Budget,550000,9.9,1.5,98.0,1
Mahindra,SUV,2012,3,Diesel,Manual,2.2,100.0,Fair,2,Private,15.1,140.0,7,Mid-Range,700000,14.1,7.1,198.8,2
Tata,Sedan,2011,9,Petrol + CNG,Manual,1.2,70.0,Excellent,1,Private,15.6,64.1,5,Budget,181000,14.6,4.8,213.2,1
Mahindra,SUV,2009,5,Diesel,Automatic,2.2,110.0,Good,2,Private,11.8,120.0,8,Mid-Range,365000,16.9,6.5,285.6,2
Hyundai,Hatchback,2006,3,Petrol,Manual,1.5,9.6,Good,1,Private,18.0,80.0,5,Mid-Range,150000,20.1,0.5,404.0,2
Maruti Suzuki,Hatchback,2017,3,Petrol,Automatic,1.0,10.0,Excellent,1,Private,24.0,67.1,5,Budget,400000,9.1,1.1,82.8,1
Hyundai,Hatchback,2010,3,Petrol,Manual,1.2,110.0,Good,1,Private,20.4,78.9,5,Mid-Range,210000,16.1,6.8,259.2,2
Hyundai,Sedan,2013,6,Diesel,Manual,1.6,87.0,Good,2,Private,22.3,126.3,5,Mid-Range,500000,12.8,6.8,163.8,2
Jaguar,Sedan,2017,1,Diesel,Automatic,2.0,9.0,Excellent,1,Private,13.6,177.0,5,Premium,2711000,9.2,1.0,84.6,3
Lexus,Hatchback,2019,11,Petrol,Automatic,2.5,20.0,Good,1,Taxi,22.4,214.6,5,Premium,5150000,6.4,3.1,41.0,3
Jaguar,Sedan,2017,4,Diesel,Automatic,2.0,45.0,Excellent,1,Private,19.3,177.0,5,Premium,3200000,9.0,5.0,81.0,3
Tata,SUV,2015,8,Diesel,Manual,2.2,110.0,Good,1,Private,14.1,147.9,7,Budget,503000,10.7,10.3,114.5,1
Volvo,SUV,2019,3,Diesel,Automatic,2.0,20.0,Excellent,1,Private,18.0,190.0,5,Premium,3800000,7.1,2.8,50.4,3
Toyota,Sedan,2016,5,Petrol,Automatic,2.5,68.1,Excellent,1,Private,19.2,157.7,5,Mid-Range,2000000,9.9,6.9,98.0,2
Maruti Suzuki,Hatchback,2013,2,Petrol,Manual,1.0,58.3,Excellent,1,Private,21.8,67.0,5,Budget,225000,13.2,4.4,174.2,1
Maruti Suzuki,Hatchback,2018,2,Diesel,Manual,1.2,38.8,Excellent,1,Private,27.4,74.0,5,Budget,740000,8.2,4.7,67.2,1
Honda,Hatchback,2016,11,Petrol,Manual,1.2,56.5,Good,1,Private,18.2,88.7,5,Mid-Range,550000,9.4,6.0,88.4,2
Toyota,MUV,2013,7,Diesel,Manual,2.5,79.3,Fair,2,Taxi,13.0,100.6,7,Mid-Range,750000,12.8,6.2,163.8,2
Maruti Suzuki,Hatchback,2019,10,Petrol,Automatic,1.2,5.6,Excellent,1,Bharat,22.0,81.8,5,Budget,650000,6.5,0.9,42.2,1
Toyota,Sedan,2017,3,Petrol,Manual,1.5,25.5,Good,1,Private,16.8,88.7,5,Mid-Range,625000,9.1,2.8,82.8,2
Maruti Suzuki,Hatchback,2018,5,Petrol,Automatic,1.2,69.8,Excellent,1,Private,22.0,81.8,5,Budget,600000,7.9,8.8,62.4,1
Hyundai,Hatchback,2017,3,Diesel,Manual,1.2,56.3,Excellent,1,Private,24.0,74.0,5,Mid-Range,450000,9.1,6.2,82.8,2
BMW,Sedan,2019,6,Diesel,Automatic,2.0,7.5,Good,1,Private,16.8,190.0,5,Premium,5400000,6.8,1.1,46.2,3
BMW,SUV,2019,10,Diesel,Automatic,2.0,8.5,Good,1,Private,16.8,190.0,5,Premium,5500000,6.5,1.3,42.2,3
Honda,Sedan,2019,3,Petrol,Automatic,1.2,7.0,Good,1,Private,19.0,88.8,5,Mid-Range,779000,7.1,1.0,50.4,2
Skoda,Sedan,2016,8,Petrol,Automatic,1.6,11.0,Excellent,1,Bharat,14.3,103.5,5,Mid-Range,645000,9.7,1.1,94.1,2
Volvo,SUV,2018,2,Diesel,Automatic,2.0,2.0,Excellent,1,Taxi,16.8,150.0,5,Premium,2475000,8.2,0.2,67.2,3
Maruti Suzuki,Hatchback,2017,3,Diesel,Manual,1.2,70.0,Good,1,Private,27.4,74.0,5,Budget,735000,9.1,7.7,82.8,1
Tata,Sedan,2017,8,Petrol,Manual,1.2,120.0,Good,1,Private,17.6,88.7,5,Budget,550000,8.7,13.8,75.7,1
Maruti Suzuki,MUV,2013,8,Diesel,Manual,1.2,148.0,Good,1,Private,20.8,88.8,7,Budget,509999,12.7,11.7,161.3,1
Hyundai,Hatchback,2013,1,Diesel,Manual,1.4,60.0,Good,2,Private,21.3,88.8,5,Mid-Range,459999,13.2,4.5,174.2,2
Maruti Suzuki,SUV,2015,8,Petrol,Manual,0.8,18.0,Excellent,1,Private,22.7,47.3,5,Budget,310000,10.7,1.7,114.5,1
Tata,Sedan,2018,10,Diesel,Manual,1.2,80.0,Excellent,1,Private,23.0,74.0,5,Budget,775000,7.5,10.7,56.2,1
Maruti Suzuki,Hatchback,2004,2,Petrol + CNG,Manual,0.8,96.0,Fair,3,Private,19.7,46.3,5,Budget,105000,22.2,4.3,492.8,1
Honda,Sedan,2015,12,Diesel,Manual,1.5,97.0,Good,2,Private,25.8,98.6,5,Mid-Range,430000,10.3,9.4,106.1,2
Hyundai,Hatchback,2013,7,Diesel,Manual,1.4,210.0,Fair,3,Private,21.9,88.8,5,Mid-Range,360000,12.8,16.4,163.8,2
Volkswagen,Sedan,2012,6,Diesel,Manual,1.6,60.0,Good,3,Taxi,20.5,105.0,5,Mid-Range,400000,13.8,4.3,190.4,2
Maruti Suzuki,Sedan,2014,2,Diesel,Manual,1.2,90.0,Good,1,Private,23.4,74.0,5,Budget,600000,12.2,7.4,148.8,1
Honda,Sedan,2019,5,Petrol,Manual,1.2,35.0,Excellent,1,Private,17.5,88.7,5,Mid-Range,580000,6.9,5.1,47.6,2
Mahindra,Sedan,2012,7,Diesel + CNG,Manual,1.5,120.0,Good,2,Private,21.0,65.0,5,Mid-Range,140000,13.8,8.7,190.4,2
Tata,Sedan,2008,8,Diesel,Manual,1.4,100.0,Fair,1,Private,19.6,70.0,5,Budget,210000,17.7,5.6,313.3,1
Hyundai,Hatchback,2017,3,Petrol,Manual,1.2,20.0,Excellent,1,Taxi,18.9,82.0,5,Mid-Range,550000,9.1,2.2,82.8,2
Chevrolet,Hatchback,2013,1,Petrol,Manual,1.2,110.0,Good,2,Private,18.2,84.8,5,Budget,120000,13.2,8.3,174.2,1
Toyota,MUV,2013,7,Diesel,Manual,2.5,35.0,Excellent,1,Bharat,13.0,100.6,7,Mid-Range,400000,12.8,2.7,163.8,2
Honda,Sedan,2018,5,Diesel,Manual,1.5,15.0,Excellent,1,Private,25.5,98.6,5,Mid-Range,1035000,7.9,1.9,62.4,2
Maruti Suzuki,Sedan,2015,5,Diesel,Manual,1.2,90.0,Good,1,Private,26.2,88.5,5,Budget,625000,10.9,8.3,118.8,1
Hyundai,Hatchback,2008,7,Petrol,Manual,1.2,40.0,Good,1,Private,20.4,78.9,5,Mid-Range,200000,17.8,2.2,316.8,2
Tata,Hatchback,2013,1,Diesel,Manual,1.2,140.0,Good,1,Private,21.0,88.8,5,Budget,316000,13.2,10.6,174.2,1
Maruti Suzuki,SUV,2017,8,Diesel,Manual,1.2,110.0,Good,1,Private,24.3,88.5,5,Budget,813000,8.7,12.6,75.7,1
Toyota,MUV,2016,12,Diesel,Automatic,2.8,55.0,Good,1,Taxi,11.4,171.5,7,Mid-Range,1575000,9.3,5.9,86.5,2
Toyota,MUV,2013,10,Diesel,Manual,2.5,73.0,Good,1,Private,13.0,100.0,8,Mid-Range,900000,12.5,5.8,156.2,2
Maruti Suzuki,MUV,2015,5,Diesel,Manual,1.2,100.0,Good,1,Private,20.8,88.8,7,Budget,650000,10.9,9.2,118.8,1
Ford,Hatchback,2015,8,Diesel,Manual,1.5,32.0,Excellent,2,Private,25.8,99.0,5,Mid-Range,459999,10.7,3.0,114.5,2
Nissan,Sedan,2012,10,Diesel,Manual,1.5,112.1,Good,1,Private,21.6,84.8,5,Budget,290000,13.5,8.3,182.2,1
Ford,Hatchback,2014,10,Diesel,Manual,1.4,30.0,Good,1,Private,20.0,68.0,5,Mid-Range,400000,11.5,2.6,132.2,2
Maruti Suzuki,Hatchback,2016,5,Diesel,Manual,1.2,70.0,Excellent,2,Bharat,25.2,74.0,5,Budget,565000,9.9,7.1,98.0,1
Volkswagen,Hatchback,2011,12,Diesel,Manual,1.5,50.0,Excellent,2,Private,18.0,80.0,5,Mid-Range,2150000,14.3,3.5,204.5,2
Chevrolet,Sedan,2009,7,Petrol,Manual,1.0,80.0,Good,2,Bharat,18.0,62.0,5,Budget,150000,16.8,4.8,282.2,1
BMW,Sedan,2007,10,Diesel,Automatic,2.0,110.0,Fair,4,Private,16.1,181.0,5,Premium,480000,18.5,5.9,342.2,3
Maruti Suzuki,Hatchback,2007,3,Petrol,Manual,1.1,80.0,Good,2,Private,18.2,64.0,5,Budget,70000,19.1,4.2,364.8,1
Maruti Suzuki,Sedan,2007,2,Petrol,Manual,1.1,80.0,Fair,2,Private,18.2,64.0,5,Budget,70000,19.2,4.2,368.6,1
Mercedes-Benz,Sedan,2011,6,Petrol,Automatic,2.5,80.0,Good,2,Private,10.9,204.0,5,Premium,1190000,14.8,5.4,219.0,3
Hyundai,Hatchback,2006,5,Petrol,Manual,1.5,100.0,Good,2,Private,18.0,80.0,5,Mid-Range,140000,19.9,5.0,396.0,2
Ford,SUV,2018,9,Diesel + CNG,Manual,1.5,19.0,Good,1,Private,23.0,99.0,5,Mid-Range,900000,7.6,2.5,57.8,2
Hyundai,Hatchback,2015,10,Diesel,Manual,1.4,40.0,Good,1,Private,22.5,88.7,5,Mid-Range,600000,10.5,3.8,110.2,2
Mahindra,SUV,2015,4,Diesel,Manual,2.2,52.3,Excellent,1,Private,15.4,120.0,7,Mid-Range,1100000,11.0,4.8,121.0,2
Maruti Suzuki,Minivan,2010,11,Petrol + CNG,Manual,0.8,170.0,Fair,2,Private,10.9,32.8,5,Budget,120000,15.4,11.0,237.2,1
Maruti Suzuki,Minivan,2009,3,Petrol,Manual,1.5,140.0,Fair,1,Private,18.0,80.0,5,Budget,120000,17.1,8.2,292.4,1
Maruti Suzuki,Minivan,2010,9,Petrol,Manual,1.5,170.0,Fair,2,Private,18.0,80.0,5,Budget,120000,15.6,10.9,243.4,1
Hyundai,Hatchback,2009,8,Petrol,Manual,1.2,60.0,Good,3,Bharat,18.5,80.0,5,Mid-Range,229999,16.7,3.6,278.9,2
Honda,Sedan,2017,6,Petrol,Manual,1.2,15.8,Good,1,Private,17.8,86.7,5,Mid-Range,570000,8.8,1.8,77.4,2
Hyundai,Sedan,2014,1,Diesel,Manual,1.6,106.0,Good,1,Private,22.3,126.3,5,Mid-Range,575000,12.2,8.7,148.8,2
Volkswagen,Sedan,2012,10,Diesel,Manual,1.6,80.0,Good,3,Private,20.5,103.6,5,Mid-Range,280000,13.5,5.9,182.2,2
Hyundai,Hatchback,2015,12,Diesel,Manual,1.4,74.0,Excellent,2,Private,21.2,88.7,5,Mid-Range,580000,10.3,7.2,106.1,2
Maruti Suzuki,MUV,2018,11,Diesel,Manual,1.2,35.0,Excellent,2,Private,25.5,88.5,7,Budget,875000,7.4,4.7,54.8,1
Hyundai,Sedan,2013,1,Diesel + CNG,Manual,1.6,70.0,Good,3,Private,22.3,126.3,5,Mid-Range,500000,13.2,5.3,174.2,2
Maruti Suzuki,Sedan,2015,12,Diesel,Manual,1.2,60.0,Excellent,1,Private,26.2,88.5,5,Budget,700000,10.3,5.8,106.1,1
Ford,Hatchback,2016,6,Petrol,Manual,1.2,50.0,Excellent,2,Private,18.2,86.8,5,Mid-Range,388000,9.8,5.1,96.0,2
Hyundai,Hatchback,2011,3,Petrol + CNG,Manual,1.2,80.0,Good,2,Private,20.4,78.9,5,Mid-Range,225000,15.1,5.3,228.0,2
Tata,Sedan,2011,3,Petrol,Manual,1.2,90.0,Fair,2,Private,15.6,64.1,5,Budget,90000,15.1,6.0,228.0,1
Renault,SUV,2014,6,Diesel,Manual,1.5,114.0,Excellent,1,Private,19.0,108.4,5,Budget,600000,11.8,9.7,139.2,1
Hyundai,Hatchback,2009,3,Petrol,Manual,1.2,100.0,Good,1,Private,18.5,80.0,5,Mid-Range,235000,17.1,5.8,292.4,2
Hyundai,Hatchback,2011,11,Diesel,Manual,1.4,100.0,Good,2,Private,23.0,90.0,5,Mid-Range,350000,14.4,6.9,207.4,2
Hyundai,Hatchback,2011,10,Petrol,Manual,1.2,80.0,Excellent,2,Private,20.4,78.9,5,Mid-Range,235000,14.5,5.5,210.2,2
Maruti Suzuki,Sedan,2010,6,Petrol + CNG,Manual,0.8,35.0,Good,1,Private,19.7,46.3,5,Budget,190000,15.8,2.2,249.6,1
Tata,Hatchback,2011,5,Diesel,Manual,1.2,79.0,Good,1,Private,21.1,88.8,5,Budget,325000,14.9,5.3,222.0,1
Hyundai,Hatchback,2007,4,Petrol,Manual,1.2,2360.5,Poor,2,Private,18.6,81.8,5,Mid-Range,550000,19.0,124.2,361.0,2
Volkswagen,Sedan,2011,8,Diesel,Manual,1.6,120.0,Good,3,Private,20.5,103.6,5,Mid-Range,300000,14.7,8.2,216.1,2
Tata,MUV,2017,2,Petrol,Manual,1.2,10.0,Excellent,1,Private,20.3,84.0,5,Budget,550000,9.2,1.1,84.6,1
Mahindra,SUV,2013,12,Diesel,Manual,2.2,150.0,Excellent,2,Private,15.1,140.0,7,Mid-Range,720000,12.3,12.2,151.3,2
Nissan,Hatchback,2011,11,Petrol,Manual,1.2,110.0,Good,1,Private,18.1,75.0,5,Budget,110000,14.4,7.6,207.4,1
Maruti Suzuki,SUV,2018,7,Petrol,Manual,0.8,10.0,Good,1,Private,24.7,47.3,5,Budget,310000,7.8,1.3,60.8,1
Maruti Suzuki,Hatchback,2010,4,Petrol + CNG,Manual,1.0,70.0,Fair,2,Private,26.2,58.2,5,Budget,150000,16.0,4.4,256.0,1
Tata,Sedan,2012,2,Diesel,Manual,1.4,46.0,Good,1,Private,19.4,70.0,5,Budget,260000,14.2,3.2,201.6,1
Hyundai,Hatchback,2002,7,Petrol + CNG,Manual,1.5,120.0,Poor,4,Taxi,13.2,94.0,5,Mid-Range,55000,23.8,5.0,566.4,2
Maruti Suzuki,Hatchback,2013,1,Diesel,Manual,1.2,108.8,Good,3,Private,22.9,74.0,5,Budget,450000,13.2,8.2,174.2,1
Hyundai,Hatchback,2009,4,Petrol,Manual,1.2,70.0,Excellent,2,Private,20.4,78.9,5,Mid-Range,199000,17.0,4.1,289.0,2
Mahindra,SUV,2018,9,Diesel,Manual,2.5,35.0,Good,1,Private,15.4,75.0,7,Mid-Range,1000000,7.6,4.6,57.8,2
Ford,Hatchback,2011,4,Diesel,Manual,1.4,72.0,Good,1,Private,20.0,68.0,5,Mid-Range,240000,15.0,4.8,225.0,2
Renault,Hatchback,2018,12,Petrol,Manual,0.8,40.0,Good,1,Private,25.2,53.3,5,Budget,350000,7.3,5.5,53.3,1
Mahindra,Hatchback,2014,3,Diesel,Manual,2.5,120.0,Good,3,Private,16.0,62.1,7,Mid-Range,530000,12.1,9.9,146.4,2
Chevrolet,Sedan,2011,10,Petrol,Manual,1.0,35.0,Good,1,Private,18.0,62.0,5,Budget,150000,14.5,2.4,210.2,1
Hyundai,Hatchback,2019,10,Petrol,Manual,1.2,12.5,Excellent,1,Private,18.6,81.9,5,Mid-Range,625000,6.5,1.9,42.2,2
Hyundai,Hatchback,2014,2,Petrol,Manual,1.2,80.0,Good,1,Taxi,18.9,82.0,5,Mid-Range,378000,12.2,6.6,148.8,2
Renault,Hatchback,2015,3,Petrol,Manual,0.8,210.0,Fair,2,Taxi,25.2,53.3,5,Budget,210000,11.1,18.9,123.2,1
